exp_ID,sim file,crop file,site file,climate file,species params,cv params,position in rotation *,crop ID (as in crop.json),"*separate with ""-"" if the crop has more than one position"
EX331,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX335,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX339,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX347,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX351,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX355,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX363,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX367,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX371,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX379,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX383,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX387,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX395,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX399,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX403,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX411,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX415,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX419,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX426,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX430,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX434,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX441,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX445,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX449,sim.json,crop.json,site.json,weather3,wheat.json,wheat/winter-wheat.json,0,WW,
EX462,sim.json,crop.json,site.json,weather6,wheat.json,wheat/winter-wheat.json,0,WW,
EX463,sim.json,crop.json,site.json,weather6,wheat.json,wheat/winter-wheat.json,0,WW,
EX464,sim.json,crop.json,site.json,weather6,wheat.json,wheat/winter-wheat.json,0,WW,
EX465,sim.json,crop.json,site.json,weather6,wheat.json,wheat/winter-wheat.json,0,WW,
EX474,sim.json,crop.json,site.json,weather9,wheat.json,wheat/winter-wheat.json,0,WW,
EX475,sim.json,crop.json,site.json,weather9,wheat.json,wheat/winter-wheat.json,0,WW,
EX476,sim.json,crop.json,site.json,weather9,wheat.json,wheat/winter-wheat.json,0,WW,
EX477,sim.json,crop.json,site.json,weather9,wheat.json,wheat/winter-wheat.json,0,WW,
EX588,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX589,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX596,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX597,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX598,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX599,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX604,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX605,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX606,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX607,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX612,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX613,sim.json,crop.json,site.json,weather13,wheat.json,wheat/winter-wheat.json,0,WW,
EX625,sim.json,crop.json,site.json,weather12,wheat.json,wheat/winter-wheat.json,0,WW,
EX639,sim.json,crop.json,site.json,weather14,wheat.json,wheat/winter-wheat.json,0,WW,
EX654,sim.json,crop.json,site.json,weather12,wheat.json,wheat/winter-wheat.json,0,WW,
EX670,sim.json,crop.json,site.json,weather14,wheat.json,wheat/winter-wheat.json,0,WW,
