exp_ID,sim file,crop file,site file,climate file,species params,cv params,position in rotation *,crop ID (as in crop.json),"*separate with ""-"" if the crop has more than one position"
EX511,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX512,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX513,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX518,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX519,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX520,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX521,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX526,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX527,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX528,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX529,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX538,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX539,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX540,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX541,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX550,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX551,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX552,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX553,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX558,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX559,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX560,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX561,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX566,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX567,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX568,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX569,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX572,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX573,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX574,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX575,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX576,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX577,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX578,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX579,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX584,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX585,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX592,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX593,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX594,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX595,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX600,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX601,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX602,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX603,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX608,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX609,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX610,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
EX611,sim.json,crop.json,site.json,weather13,maize.json,maize/silage-maize.json,0,SM,
