exp_ID,sim file,crop file,site file,climate file,species params,cv params,position in rotation *,crop ID (as in crop.json),"*separate with ""-"" if the crop has more than one position"
EX736,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX737,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX738,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX739,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX740,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX741,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX742,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX743,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX744,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX745,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX746,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX747,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX748,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX749,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX750,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX751,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX752,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX753,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX758,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX759,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX760,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX761,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX762,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX763,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX764,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
EX765,sim.json,crop.json,site.json,weather15,barley.json,barley/spring-barley.json,0,SB,
