Experiment;Name;Weather;Soil;Year;Sowing;Harvest;Irrigation;Management;Fertilisation_org;Fertilisation_min;Residues;CO2;Crop;Cultivar;Lat;Long;Elevation
EX317;HUB_Thyrow_D1;weather3;soil6;2018;28.08.2017;16.07.2018;irrig31;manag38;no_fert;fert52;resi10;no_co2;WC;DK Exception;52.252;13.235;47
EX318;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;24.07.2018;irrig31;manag39;no_fert;fert54;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX319;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;17.07.2018;irrig33;manag40;no_fert;fert58;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX320;HUB_Thyrow_D1;weather3;soil6;2018;12.04.2018;06.09.2018;irrig32;manag37;no_fert;fert55;no_resi;no_co2;PO;Laura;52.252;13.235;47
EX321;HUB_Thyrow_D1;weather3;soil6;2018;28.08.2017;16.07.2018;irrig31;manag38;no_fert;fert51;resi10;no_co2;WC;DK Exception;52.252;13.235;47
EX322;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;24.07.2018;irrig31;manag39;no_fert;fert53;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX323;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;17.07.2018;irrig33;manag40;no_fert;fert57;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX324;HUB_Thyrow_D1;weather3;soil6;2018;12.04.2018;06.09.2018;irrig32;manag37;no_fert;fert55;no_resi;no_co2;PO;Laura;52.252;13.235;47
EX325;HUB_Thyrow_D1;weather3;soil6;2018;28.08.2017;16.07.2018;irrig31;manag38;no_fert;fert51;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX326;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;24.07.2018;irrig31;manag39;no_fert;fert53;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX327;HUB_Thyrow_D1;weather3;soil6;2018;29.09.2017;17.07.2018;irrig33;manag40;no_fert;fert57;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX328;HUB_Thyrow_D1;weather3;soil6;2019;02.04.2019;07.10.2019;no_irrig;manag41;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX329;HUB_Thyrow_D1;weather3;soil6;2019;31.08.2018;29.07.2019;no_irrig;manag42;no_fert;no_fert;resi11;no_co2;WC;DK Exception;52.252;13.235;47
EX330;HUB_Thyrow_D1;weather3;soil6;2019;26.09.2018;22.07.2019;no_irrig;manag43;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX331;HUB_Thyrow_D1;weather3;soil6;2019;25.09.2018;11.07.2019;no_irrig;manag44;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX332;HUB_Thyrow_D1;weather3;soil6;2019;02.04.2019;07.10.2019;no_irrig;manag41;no_fert;fert62;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX333;HUB_Thyrow_D1;weather3;soil6;2019;31.08.2018;29.07.2019;no_irrig;manag42;no_fert;fert64;resi11;no_co2;WC;DK Exception;52.252;13.235;47
EX334;HUB_Thyrow_D1;weather3;soil6;2019;26.09.2018;22.07.2019;no_irrig;manag43;no_fert;fert60;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX335;HUB_Thyrow_D1;weather3;soil6;2019;25.09.2018;11.07.2019;no_irrig;manag44;no_fert;fert60;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX336;HUB_Thyrow_D1;weather3;soil6;2019;02.04.2019;07.10.2019;no_irrig;manag41;no_fert;fert61;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX337;HUB_Thyrow_D1;weather3;soil6;2019;31.08.2018;29.07.2019;no_irrig;manag42;no_fert;fert63;resi11;no_co2;WC;DK Exception;52.252;13.235;47
EX338;HUB_Thyrow_D1;weather3;soil6;2019;26.09.2018;22.07.2019;no_irrig;manag43;no_fert;fert59;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX339;HUB_Thyrow_D1;weather3;soil6;2019;25.09.2018;11.07.2019;no_irrig;manag44;no_fert;fert59;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX340;HUB_Thyrow_D1;weather3;soil6;2019;02.04.2019;07.10.2019;no_irrig;manag41;no_fert;fert61;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX341;HUB_Thyrow_D1;weather3;soil6;2019;31.08.2018;29.07.2019;no_irrig;manag42;no_fert;fert63;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX342;HUB_Thyrow_D1;weather3;soil6;2019;26.09.2018;22.07.2019;no_irrig;manag43;no_fert;fert59;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX343;HUB_Thyrow_D1;weather3;soil6;2019;25.09.2018;11.07.2019;no_irrig;manag44;no_fert;fert59;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX344;HUB_Thyrow_D1;weather3;soil6;2019;02.04.2019;07.10.2019;irrig35;manag41;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX345;HUB_Thyrow_D1;weather3;soil6;2019;31.08.2018;29.07.2019;irrig37;manag42;no_fert;no_fert;resi11;no_co2;WC;DK Exception;52.252;13.235;47
EX346;HUB_Thyrow_D1;weather3;soil6;2019;26.09.2018;22.07.2019;irrig34;manag43;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX347;HUB_Thyrow_D1;weather3;soil6;2019;25.09.2018;11.07.2019;irrig36;manag44;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX348;HUB_Thyrow_D1;weather3;soil6;2019;02.04.2019;07.10.2019;irrig35;manag41;no_fert;fert62;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX349;HUB_Thyrow_D1;weather3;soil6;2019;31.08.2018;29.07.2019;irrig37;manag42;no_fert;fert64;resi11;no_co2;WC;DK Exception;52.252;13.235;47
EX350;HUB_Thyrow_D1;weather3;soil6;2019;26.09.2018;22.07.2019;irrig34;manag43;no_fert;fert60;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX351;HUB_Thyrow_D1;weather3;soil6;2019;25.09.2018;11.07.2019;irrig36;manag44;no_fert;fert60;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX352;HUB_Thyrow_D1;weather3;soil6;2019;02.04.2019;07.10.2019;irrig35;manag41;no_fert;fert61;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX353;HUB_Thyrow_D1;weather3;soil6;2019;31.08.2018;29.07.2019;irrig37;manag42;no_fert;fert63;resi11;no_co2;WC;DK Exception;52.252;13.235;47
EX354;HUB_Thyrow_D1;weather3;soil6;2019;26.09.2018;22.07.2019;irrig34;manag43;no_fert;fert59;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX355;HUB_Thyrow_D1;weather3;soil6;2019;25.09.2018;11.07.2019;irrig36;manag44;no_fert;fert59;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX356;HUB_Thyrow_D1;weather3;soil6;2019;02.04.2019;07.10.2019;irrig35;manag41;no_fert;fert61;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX357;HUB_Thyrow_D1;weather3;soil6;2019;31.08.2018;29.07.2019;irrig37;manag42;no_fert;fert63;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX358;HUB_Thyrow_D1;weather3;soil6;2019;26.09.2018;22.07.2019;irrig34;manag43;no_fert;fert59;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX359;HUB_Thyrow_D1;weather3;soil6;2019;25.09.2018;11.07.2019;irrig36;manag44;no_fert;fert59;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX360;HUB_Thyrow_D1;weather3;soil6;2020;06.04.2020;09.09.2020;no_irrig;manag45;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX361;HUB_Thyrow_D1;weather3;soil6;2020;02.09.2019;20.07.2020;no_irrig;manag46;no_fert;no_fert;resi12;no_co2;WC;DK Exception;52.252;13.235;47
EX362;HUB_Thyrow_D1;weather3;soil6;2020;27.09.2019;27.07.2020;no_irrig;manag47;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX363;HUB_Thyrow_D1;weather3;soil6;2020;11.10.2019;27.07.2020;no_irrig;manag48;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX364;HUB_Thyrow_D1;weather3;soil6;2020;06.04.2020;09.09.2020;no_irrig;manag45;no_fert;fert66;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX365;HUB_Thyrow_D1;weather3;soil6;2020;02.09.2019;20.07.2020;no_irrig;manag46;no_fert;fert70;resi12;no_co2;WC;DK Exception;52.252;13.235;47
EX366;HUB_Thyrow_D1;weather3;soil6;2020;27.09.2019;27.07.2020;no_irrig;manag47;no_fert;fert68;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX367;HUB_Thyrow_D1;weather3;soil6;2020;11.10.2019;27.07.2020;no_irrig;manag48;no_fert;fert68;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX368;HUB_Thyrow_D1;weather3;soil6;2020;06.04.2020;09.09.2020;no_irrig;manag45;no_fert;fert65;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX369;HUB_Thyrow_D1;weather3;soil6;2020;02.09.2019;20.07.2020;no_irrig;manag46;no_fert;fert69;resi12;no_co2;WC;DK Exception;52.252;13.235;47
EX370;HUB_Thyrow_D1;weather3;soil6;2020;27.09.2019;27.07.2020;no_irrig;manag47;no_fert;fert67;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX371;HUB_Thyrow_D1;weather3;soil6;2020;11.10.2019;27.07.2020;no_irrig;manag48;no_fert;fert67;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX372;HUB_Thyrow_D1;weather3;soil6;2020;06.04.2020;09.09.2020;no_irrig;manag45;no_fert;fert65;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX373;HUB_Thyrow_D1;weather3;soil6;2020;02.09.2019;20.07.2020;no_irrig;manag46;no_fert;fert69;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX374;HUB_Thyrow_D1;weather3;soil6;2020;27.09.2019;27.07.2020;no_irrig;manag47;no_fert;fert67;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX375;HUB_Thyrow_D1;weather3;soil6;2020;11.10.2019;27.07.2020;no_irrig;manag48;no_fert;fert67;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX376;HUB_Thyrow_D1;weather3;soil6;2020;06.04.2020;09.09.2020;irrig38;manag45;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX377;HUB_Thyrow_D1;weather3;soil6;2020;02.09.2019;20.07.2020;irrig40;manag46;no_fert;no_fert;resi12;no_co2;WC;DK Exception;52.252;13.235;47
EX378;HUB_Thyrow_D1;weather3;soil6;2020;27.09.2019;27.07.2020;irrig40;manag47;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX379;HUB_Thyrow_D1;weather3;soil6;2020;11.10.2019;27.07.2020;irrig39;manag48;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX380;HUB_Thyrow_D1;weather3;soil6;2020;06.04.2020;09.09.2020;irrig38;manag45;no_fert;fert66;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX381;HUB_Thyrow_D1;weather3;soil6;2020;02.09.2019;20.07.2020;irrig40;manag46;no_fert;fert70;resi12;no_co2;WC;DK Exception;52.252;13.235;47
EX382;HUB_Thyrow_D1;weather3;soil6;2020;27.09.2019;27.07.2020;irrig40;manag47;no_fert;fert68;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX383;HUB_Thyrow_D1;weather3;soil6;2020;11.10.2019;27.07.2020;irrig39;manag48;no_fert;fert68;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX384;HUB_Thyrow_D1;weather3;soil6;2020;06.04.2020;09.09.2020;irrig38;manag45;no_fert;fert65;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX385;HUB_Thyrow_D1;weather3;soil6;2020;02.09.2019;20.07.2020;irrig40;manag46;no_fert;fert69;resi12;no_co2;WC;DK Exception;52.252;13.235;47
EX386;HUB_Thyrow_D1;weather3;soil6;2020;27.09.2019;27.07.2020;irrig40;manag47;no_fert;fert67;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX387;HUB_Thyrow_D1;weather3;soil6;2020;11.10.2019;27.07.2020;irrig39;manag48;no_fert;fert67;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX388;HUB_Thyrow_D1;weather3;soil6;2020;06.04.2020;09.09.2020;irrig38;manag45;no_fert;fert65;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX389;HUB_Thyrow_D1;weather3;soil6;2020;02.09.2019;20.07.2020;irrig40;manag46;no_fert;fert69;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX390;HUB_Thyrow_D1;weather3;soil6;2020;27.09.2019;27.07.2020;irrig40;manag47;no_fert;fert67;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX391;HUB_Thyrow_D1;weather3;soil6;2020;11.10.2019;27.07.2020;irrig39;manag48;no_fert;fert67;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX392;HUB_Thyrow_D1;weather3;soil6;2021;12.04.2021;21.09.2021;no_irrig;manag49;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX393;HUB_Thyrow_D1;weather3;soil6;2021;31.08.2020;02.08.2021;no_irrig;manag50;no_fert;no_fert;resi13;no_co2;WC;DK Exception;52.252;13.235;47
EX394;HUB_Thyrow_D1;weather3;soil6;2021;29.07.2021;29.09.2021;no_irrig;manag51;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX395;HUB_Thyrow_D1;weather3;soil6;2021;24.09.2020;29.07.2021;no_irrig;manag52;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX396;HUB_Thyrow_D1;weather3;soil6;2021;12.04.2021;21.09.2021;no_irrig;manag49;no_fert;fert72;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX397;HUB_Thyrow_D1;weather3;soil6;2021;31.08.2020;02.08.2021;no_irrig;manag50;no_fert;fert76;resi13;no_co2;WC;DK Exception;52.252;13.235;47
EX398;HUB_Thyrow_D1;weather3;soil6;2021;29.07.2021;29.09.2021;no_irrig;manag51;no_fert;fert74;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX399;HUB_Thyrow_D1;weather3;soil6;2021;24.09.2020;29.07.2021;no_irrig;manag52;no_fert;fert74;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX400;HUB_Thyrow_D1;weather3;soil6;2021;12.04.2021;21.09.2021;no_irrig;manag49;no_fert;fert71;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX401;HUB_Thyrow_D1;weather3;soil6;2021;31.08.2020;02.08.2021;no_irrig;manag50;no_fert;fert75;resi13;no_co2;WC;DK Exception;52.252;13.235;47
EX402;HUB_Thyrow_D1;weather3;soil6;2021;29.07.2021;29.09.2021;no_irrig;manag51;no_fert;fert73;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX403;HUB_Thyrow_D1;weather3;soil6;2021;24.09.2020;29.07.2021;no_irrig;manag52;no_fert;fert73;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX404;HUB_Thyrow_D1;weather3;soil6;2021;12.04.2021;21.09.2021;no_irrig;manag49;no_fert;fert71;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX405;HUB_Thyrow_D1;weather3;soil6;2021;31.08.2020;02.08.2021;no_irrig;manag50;no_fert;fert75;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX406;HUB_Thyrow_D1;weather3;soil6;2021;29.07.2021;29.09.2021;no_irrig;manag51;no_fert;fert73;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX407;HUB_Thyrow_D1;weather3;soil6;2021;24.09.2020;29.07.2021;no_irrig;manag52;no_fert;fert73;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX408;HUB_Thyrow_D1;weather3;soil6;2021;12.04.2021;21.09.2021;irrig41;manag49;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX409;HUB_Thyrow_D1;weather3;soil6;2021;31.08.2020;02.08.2021;irrig42;manag50;no_fert;no_fert;resi13;no_co2;WC;DK Exception;52.252;13.235;47
EX410;HUB_Thyrow_D1;weather3;soil6;2021;29.07.2021;29.09.2021;irrig43;manag51;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX411;HUB_Thyrow_D1;weather3;soil6;2021;24.09.2020;29.07.2021;irrig42;manag52;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX412;HUB_Thyrow_D1;weather3;soil6;2021;12.04.2021;21.09.2021;irrig41;manag49;no_fert;fert72;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX413;HUB_Thyrow_D1;weather3;soil6;2021;31.08.2020;02.08.2021;irrig42;manag50;no_fert;fert76;resi13;no_co2;WC;DK Exception;52.252;13.235;47
EX414;HUB_Thyrow_D1;weather3;soil6;2021;29.07.2021;29.09.2021;irrig43;manag51;no_fert;fert74;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX415;HUB_Thyrow_D1;weather3;soil6;2021;24.09.2020;29.07.2021;irrig42;manag52;no_fert;fert74;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX416;HUB_Thyrow_D1;weather3;soil6;2021;12.04.2021;21.09.2021;irrig41;manag49;no_fert;fert71;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX417;HUB_Thyrow_D1;weather3;soil6;2021;31.08.2020;02.08.2021;irrig42;manag50;no_fert;fert75;resi13;no_co2;WC;DK Exception;52.252;13.235;47
EX418;HUB_Thyrow_D1;weather3;soil6;2021;29.07.2021;29.09.2021;irrig43;manag51;no_fert;fert73;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX419;HUB_Thyrow_D1;weather3;soil6;2021;24.09.2020;29.07.2021;irrig42;manag52;no_fert;fert73;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX420;HUB_Thyrow_D1;weather3;soil6;2021;12.04.2021;21.09.2021;irrig41;manag49;no_fert;fert71;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX421;HUB_Thyrow_D1;weather3;soil6;2021;31.08.2020;02.08.2021;irrig42;manag50;no_fert;fert75;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX422;HUB_Thyrow_D1;weather3;soil6;2021;29.07.2021;29.09.2021;irrig43;manag51;no_fert;fert73;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX423;HUB_Thyrow_D1;weather3;soil6;2021;24.09.2020;29.07.2021;irrig42;manag52;no_fert;fert73;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX424;HUB_Thyrow_D1;weather3;soil6;2022;06.04.2022;22.09.2022;no_irrig;;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX425;HUB_Thyrow_D1;weather3;soil6;2022;30.09.2021;20.07.2022;no_irrig;;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX426;HUB_Thyrow_D1;weather3;soil6;2022;29.09.2021;19.07.2022;no_irrig;;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX427;HUB_Thyrow_D1;weather3;soil6;2022;06.04.2022;22.09.2022;no_irrig;;no_fert;fert82;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX428;HUB_Thyrow_D1;weather3;soil6;2022;31.08.2021;12.07.2022;no_irrig;;no_fert;fert80;resi14;no_co2;WC;DK Exception;52.252;13.235;47
EX429;HUB_Thyrow_D1;weather3;soil6;2022;30.09.2021;20.07.2022;no_irrig;;no_fert;fert78;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX430;HUB_Thyrow_D1;weather3;soil6;2022;29.09.2021;19.07.2022;no_irrig;;no_fert;fert78;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX431;HUB_Thyrow_D1;weather3;soil6;2022;06.04.2022;22.09.2022;no_irrig;;no_fert;fert81;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX432;HUB_Thyrow_D1;weather3;soil6;2022;31.08.2021;12.07.2022;no_irrig;;no_fert;fert79;resi14;no_co2;WC;DK Exception;52.252;13.235;47
EX433;HUB_Thyrow_D1;weather3;soil6;2022;30.09.2021;20.07.2022;no_irrig;;no_fert;fert77;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX434;HUB_Thyrow_D1;weather3;soil6;2022;29.09.2021;19.07.2022;no_irrig;;no_fert;fert77;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX435;HUB_Thyrow_D1;weather3;soil6;2022;06.04.2022;22.09.2022;no_irrig;;no_fert;fert81;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX436;HUB_Thyrow_D1;weather3;soil6;2022;31.08.2021;12.07.2022;no_irrig;;no_fert;fert79;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX437;HUB_Thyrow_D1;weather3;soil6;2022;30.09.2021;20.07.2022;no_irrig;;no_fert;fert77;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX438;HUB_Thyrow_D1;weather3;soil6;2022;29.09.2021;19.07.2022;no_irrig;;no_fert;fert77;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX439;HUB_Thyrow_D1;weather3;soil6;2022;06.04.2022;22.09.2022;irrig47;;no_fert;no_fert;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX440;HUB_Thyrow_D1;weather3;soil6;2022;30.09.2021;20.07.2022;irrig46;;no_fert;no_fert;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX441;HUB_Thyrow_D1;weather3;soil6;2022;29.09.2021;19.07.2022;irrig44;;no_fert;no_fert;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX442;HUB_Thyrow_D1;weather3;soil6;2022;06.04.2022;22.09.2022;irrig47;;no_fert;fert82;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX443;HUB_Thyrow_D1;weather3;soil6;2022;31.08.2021;12.07.2022;irrig45;;no_fert;fert80;resi14;no_co2;WC;DK Exception;52.252;13.235;47
EX444;HUB_Thyrow_D1;weather3;soil6;2022;30.09.2021;20.07.2022;irrig46;;no_fert;fert78;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX445;HUB_Thyrow_D1;weather3;soil6;2022;29.09.2021;19.07.2022;irrig44;;no_fert;fert78;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX446;HUB_Thyrow_D1;weather3;soil6;2022;06.04.2022;22.09.2022;irrig47;;no_fert;fert81;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX447;HUB_Thyrow_D1;weather3;soil6;2022;31.08.2021;12.07.2022;irrig45;;no_fert;fert79;resi14;no_co2;WC;DK Exception;52.252;13.235;47
EX448;HUB_Thyrow_D1;weather3;soil6;2022;30.09.2021;20.07.2022;irrig46;;no_fert;fert77;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX449;HUB_Thyrow_D1;weather3;soil6;2022;29.09.2021;19.07.2022;irrig44;;no_fert;fert77;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX450;HUB_Thyrow_D1;weather3;soil6;2022;06.04.2022;22.09.2022;irrig47;;no_fert;fert81;no_resi;no_co2;PO;Afra;52.252;13.235;47
EX451;HUB_Thyrow_D1;weather3;soil6;2022;31.08.2021;12.07.2022;irrig45;;no_fert;fert79;no_resi;no_co2;WC;DK Exception;52.252;13.235;47
EX452;HUB_Thyrow_D1;weather3;soil6;2022;30.09.2021;20.07.2022;irrig46;;no_fert;fert77;no_resi;no_co2;WR;Conduct;52.252;13.235;47
EX453;HUB_Thyrow_D1;weather3;soil6;2022;29.09.2021;19.07.2022;irrig44;;no_fert;fert77;no_resi;no_co2;WW;Julius;52.252;13.235;47
EX454;TI_Braunschweig_FACE;weather4;soil7;2000;25.09.1999;26.06.2000;irrig48;manag53;no_fert;fert83;no_resi;370;WB;Theresa;52.3;10.433;75
EX455;TI_Braunschweig_FACE;weather4;soil7;2000;25.09.1999;20.06.2000;irrig48;manag53;no_fert;fert84;no_resi;370;WB;Theresa;52.3;10.433;75
EX456;TI_Braunschweig_FACE;weather4;soil7;2000;25.09.1999;26.06.2000;irrig48;manag53;no_fert;fert83;no_resi;550;WB;Theresa;52.3;10.433;75
EX457;TI_Braunschweig_FACE;weather4;soil7;2000;25.09.1999;20.06.2000;irrig48;manag53;no_fert;fert84;no_resi;550;WB;Theresa;52.3;10.433;75
EX458;TI_Braunschweig_FACE;weather5;soil7;2001;11.04.2001;18.09.2001;irrig49;manag54;no_fert;fert85;no_resi;370;ZU;Wiebke;52.3;10.433;75
EX459;TI_Braunschweig_FACE;weather5;soil7;2001;11.04.2001;25.09.2001;irrig49;manag54;no_fert;fert86;no_resi;370;ZU;Wiebke;52.3;10.433;75
EX460;TI_Braunschweig_FACE;weather5;soil7;2001;11.04.2001;18.09.2001;irrig49;manag54;no_fert;fert85;no_resi;550;ZU;Wiebke;52.3;10.433;75
EX461;TI_Braunschweig_FACE;weather5;soil7;2001;11.04.2001;25.09.2001;irrig49;manag54;no_fert;fert86;no_resi;550;ZU;Wiebke;52.3;10.433;75
EX462;TI_Braunschweig_FACE;weather6;soil7;2002;07.11.2001;31.07.2002;irrig50;manag55;no_fert;fert87;no_resi;370;WW;Batis;52.3;10.433;75
EX463;TI_Braunschweig_FACE;weather6;soil7;2002;07.11.2001;31.07.2002;irrig50;manag55;no_fert;fert88;no_resi;370;WW;Batis;52.3;10.433;75
EX464;TI_Braunschweig_FACE;weather6;soil7;2002;07.11.2001;31.07.2002;irrig50;manag55;no_fert;fert87;no_resi;550;WW;Batis;52.3;10.433;75
EX465;TI_Braunschweig_FACE;weather6;soil7;2002;07.11.2001;31.07.2002;irrig50;manag55;no_fert;fert88;no_resi;550;WW;Batis;52.3;10.433;75
EX466;TI_Braunschweig_FACE;weather7;soil7;2003;25.09.2002;26.06.2003;irrig51;manag56;no_fert;fert89;no_resi;370;WB;Theresa;52.3;10.433;75
EX467;TI_Braunschweig_FACE;weather7;soil7;2003;25.09.2002;26.06.2003;irrig51;manag56;no_fert;fert90;no_resi;370;WB;Theresa;52.3;10.433;75
EX468;TI_Braunschweig_FACE;weather7;soil7;2003;25.09.2002;26.06.2003;irrig51;manag56;no_fert;fert89;no_resi;550;WB;Theresa;52.3;10.433;75
EX469;TI_Braunschweig_FACE;weather7;soil7;2003;25.09.2002;26.06.2003;irrig51;manag56;no_fert;fert90;no_resi;550;WB;Theresa;52.3;10.433;75
EX470;TI_Braunschweig_FACE;weather8;soil7;2004;14.04.2004;28.09.2004;irrig52;manag57;no_fert;fert91;no_resi;370;ZU;Impuls;52.3;10.433;75
EX471;TI_Braunschweig_FACE;weather8;soil7;2004;14.04.2004;28.09.2004;irrig52;manag57;no_fert;fert92;no_resi;370;ZU;Impuls;52.3;10.433;75
EX472;TI_Braunschweig_FACE;weather8;soil7;2004;14.04.2004;28.09.2004;irrig52;manag57;no_fert;fert91;no_resi;550;ZU;Impuls;52.3;10.433;75
EX473;TI_Braunschweig_FACE;weather8;soil7;2004;14.04.2004;28.09.2004;irrig52;manag57;no_fert;fert92;no_resi;550;ZU;Impuls;52.3;10.433;75
EX474;TI_Braunschweig_FACE;weather9;soil7;2005;26.10.2004;27.07.2005;irrig53;manag58;no_fert;fert93;no_resi;370;WW;Batis;52.3;10.433;75
EX475;TI_Braunschweig_FACE;weather9;soil7;2005;26.10.2004;27.07.2005;irrig53;manag58;no_fert;fert94;no_resi;370;WW;Batis;52.3;10.433;75
