Date;Precipitation;TempMin;TempMean;TempMax;Radiation;SunshineDuration;SoilMoisture;SoilTemperature;Windspeed;RefETcalc;RefETdwd;RelHumCalc;Gridcell
01.03.2001;0.0;-2.1;0.7;5.6;6.3;;;;2.2;;;72;
02.03.2001;0.0;-0.7;0.9;3.3;5.1;;;;2.1;;;83;
03.03.2001;0.7;-0.7;-0.1;1.0;4.3;;;;2.0;;;90;
04.03.2001;1.5;-1.7;-0.3;0.4;4.4;;;;2.5;;;89;
05.03.2001;0.0;-0.9;0.0;3.2;5.9;;;;1.7;;;82;
06.03.2001;0.0;-3.1;0.2;4.3;12.1;;;;2.2;;;73;
07.03.2001;1.1;-2.9;2.8;5.2;5.7;;;;2.4;;;71;
08.03.2001;0.8;2.1;7.0;9.1;4.7;;;;2.1;;;75;
09.03.2001;0.6;7.2;10.1;13.2;7.2;;;;2.7;;;78;
10.03.2001;0.8;8.2;10.4;13.3;6.3;;;;2.7;;;81;
11.03.2001;2.0;9.4;11.7;13.9;5.8;;;;2.8;;;83;
12.03.2001;0.1;7.8;10.0;13.4;5.7;;;;3.0;;;79;
13.03.2001;3.1;4.3;6.4;10.8;9.2;;;;3.6;;;76;
14.03.2001;8.5;3.1;4.6;5.5;5.7;;;;3.9;;;88;
15.03.2001;0.0;1.1;4.4;9.3;11.3;;;;2.3;;;72;
16.03.2001;0.3;3.7;4.9;7.1;5.3;;;;1.7;;;85;
17.03.2001;2.0;1.5;2.3;5.0;5.4;;;;2.5;;;85;
18.03.2001;9.3;0.8;4.2;5.8;5.5;;;;3.3;;;80;
19.03.2001;0.6;-1.7;0.2;8.4;5.6;;;;5.0;;;66;
20.03.2001;0.0;-1.9;0.0;4.0;12.7;;;;2.1;;;77;
21.03.2001;2.2;-4.3;0.0;1.8;7.6;;;;2.5;;;76;
22.03.2001;0.4;0.0;2.2;4.9;5.8;;;;3.1;;;80;
23.03.2001;23.2;0.6;2.7;3.4;5.9;;;;2.8;;;87;
24.03.2001;0.0;0.5;1.9;7.2;6.0;;;;2.6;;;75;
25.03.2001;5.8;-0.7;-0.2;0.6;6.0;;;;3.7;;;91;
26.03.2001;0.0;-1.8;-0.7;1.9;7.8;;;;2.9;;;84;
27.03.2001;0.0;-4.8;-1.0;2.3;18.0;;;;2.7;;;73;
28.03.2001;1.6;-2.0;1.3;3.4;8.0;;;;3.7;;;79;
29.03.2001;0.0;1.8;7.6;13.3;8.5;;;;3.6;;;64;
30.03.2001;0.0;2.2;7.6;12.5;13.6;;;;1.6;;;67;
31.03.2001;0.0;2.9;10.3;14.2;15.7;;;;2.1;;;65;
01.04.2001;0.0;8.3;12.1;17.0;9.4;;;;1.9;;;72;
02.04.2001;0.0;5.1;13.5;19.9;18.1;;;;1.8;;;58;
03.04.2001;0.0;7.8;12.1;15.5;9.0;;;;2.6;;;74;
04.04.2001;1.2;6.0;10.5;18.3;7.9;;;;3.2;;;63;
05.04.2001;4.5;5.7;8.5;12.1;13.3;;;;3.7;;;77;
06.04.2001;4.9;5.8;9.2;12.4;7.3;;;;3.5;;;76;
07.04.2001;1.1;5.2;9.6;12.7;11.0;;;;2.6;;;74;
08.04.2001;0.5;2.6;7.8;12.3;15.7;;;;2.0;;;68;
09.04.2001;0.3;1.3;7.4;12.2;16.0;;;;2.2;;;65;
10.04.2001;1.2;6.56;8.7;12.28;6.8;;;;1.4;;;84.4;
11.04.2001;0;4.15;7.2;9.71;4.8;;;;2.8;;;91.6;
12.04.2001;1.3;0.69;3.8;7.74;13;;;;6.3;;;74.8;
13.04.2001;0;-1.3;1.6;5.79;17.4;;;;5.5;;;68.8;
14.04.2001;0;-2.38;1.7;6.07;18;;;;3.5;;;62.7;
15.04.2001;7.2;-0.04;3.6;7.07;4.5;;;;2.8;;;94.8;
16.04.2001;4.5;4;5;6.06;4.2;;;;3.6;;;93.5;
17.04.2001;0.2;3.54;5;6.82;7.9;;;;3.6;;;80.8;
18.04.2001;1.7;1.65;4;7.81;5.2;;;;4.1;;;85.7;
19.04.2001;0.4;0.68;3.7;8.4;14.4;;;;3.8;;;78.9;
20.04.2001;0;-0.39;4.2;8.6;17.3;;;;1.7;;;76.5;
21.04.2001;0.3;0.23;5.5;10.43;16.1;;;;4.1;;;74.5;
22.04.2001;0;0.37;5.7;10.97;16.6;;;;2.2;;;73;
23.04.2001;0;2.13;7.7;13.11;20.7;;;;2.9;;;65.8;
24.04.2001;0;1.11;10.2;16.16;21.9;;;;2.2;;;63.4;
25.04.2001;4.2;8.39;10.8;14.41;5.7;;;;2;;;81;
26.04.2001;4.1;6.18;9.6;14.02;14.6;;;;3.2;;;81;
27.04.2001;4.1;5.23;9;13.38;11.3;;;;2;;;86;
28.04.2001;2.8;7.04;10.1;13.9;10.9;;;;2.4;;;85.5;
29.04.2001;0.7;7.6;13.3;18.89;19.4;;;;2.2;;;73.9;
30.04.2001;0;11.38;17.2;22.2;20.5;;;;1.7;;;66;
01.05.2001;0;8.58;16.1;22.22;23.4;;;;4.1;;;71;
02.05.2001;0;6.7;13.3;19.86;24.7;;;;3.6;;;60.9;
03.05.2001;0;9.62;18.1;26.87;23.5;;;;2.7;;;60.9;
04.05.2001;0;9.38;12.7;14.89;13.3;;;;3.9;;;81.1;
05.05.2001;0;7.54;9.7;11.79;11.1;;;;4.6;;;75.6;
06.05.2001;0;6.61;9.7;12.75;11.1;;;;5.1;;;70.3;
07.05.2001;0;5.5;9.4;13.65;17.2;;;;3.2;;;71.5;
08.05.2001;0;6.01;12.6;19.2;23.2;;;;2;;;77.2;
09.05.2001;0;6.93;15;21.7;27;;;;3.2;;;62;
10.05.2001;0;8.71;16.8;23.19;26.8;;;;2.9;;;60.6;
11.05.2001;0;9.29;16.3;22.51;27.1;;;;2.6;;;61.6;
12.05.2001;0;6.67;14.9;20.86;26.5;;;;1.4;;;61.3;
13.05.2001;0;9.58;16.9;22.63;24.7;;;;2.1;;;56.7;
14.05.2001;0;11.43;19.2;25.45;24.8;;;;1.5;;;53.8;
15.05.2001;0;12.27;16.7;20.94;20.7;;;;2.5;;;66.7;
16.05.2001;2.1;11.58;15.2;21.22;17.7;;;;3;;;72.6;
17.05.2001;1.8;10.42;14.6;22.15;18.1;;;;2.5;;;79.5;
18.05.2001;1.3;8.6;11.6;15.85;16.2;;;;4.5;;;77.1;
19.05.2001;0;7.88;11.5;15.6;15.8;;;;4.6;;;71.9;
20.05.2001;0;5.25;11.4;16.91;26;;;;2.6;;;69.1;
21.05.2001;0;6.44;11.5;17.16;25.9;;;;2.7;;;70.2;
22.05.2001;0;7.65;12.8;18.06;23.9;;;;2;;;64.4;
23.05.2001;0;4.87;14.8;22.36;28.2;;;;1.2;;;58.8;
24.05.2001;0;7.76;16.7;24.07;27.9;;;;1.9;;;61.2;
25.05.2001;0;7.43;14.2;21.19;27.9;;;;2.5;;;63;
26.05.2001;0;7.28;16.8;24.85;25.3;;;;1.7;;;53.5;
27.05.2001;0.5;12.27;17.2;22.09;16.9;;;;3.5;;;67.6;
28.05.2001;2.5;14.64;16.4;17.77;4.8;;;;5.1;;;91.2;
29.05.2001;0;12.49;18.1;21.62;24.1;;;;6.8;;;61.8;
30.05.2001;0;10.1;15;19.08;20.4;;;;3.3;;;66.8;
31.05.2001;5.7;8.75;12.4;16.48;10.3;;;;2.6;;;85.3;
01.06.2001;0.6;8.18;11.7;15.24;11;;;;3.8;;;81.9;
02.06.2001;9.7;7.76;11.4;14.41;10;;;;3.7;;;93.2;
03.06.2001;9;6.39;8.3;12.4;12.1;;;;7.8;;;88;
04.06.2001;0.4;7.15;9.7;11.56;8.6;;;;5.6;;;87.1;
05.06.2001;0.7;9.35;12.9;16.21;16;;;;2.4;;;77.2;
06.06.2001;3.3;10.17;13.6;19.9;13.9;;;;1.9;;;81.8;
07.06.2001;2;9.68;13.2;18.06;13;;;;3.5;;;83.1;
08.06.2001;2.1;8.48;10.6;15.09;10.9;;;;1.7;;;87.9;
09.06.2001;0;6.72;11.4;15.39;25.3;;;;1.7;;;71.6;
10.06.2001;5.1;8.3;10.8;14.78;11.1;;;;1.7;;;86.7;
11.06.2001;0.1;6.38;11.3;16.6;21.2;;;;2.7;;;78.1;
12.06.2001;0;8.09;11.9;16.57;12.3;;;;3.4;;;74.4;
13.06.2001;0.1;5.41;12.6;18.69;19.7;;;;1.1;;;74.5;
14.06.2001;0.2;10.59;15.6;20.6;23.3;;;;2.5;;;68.9;
15.06.2001;2.3;9.89;17.4;23.43;22.2;;;;2.5;;;71.8;
16.06.2001;0.6;12.99;16.6;22.45;22.5;;;;2.4;;;78.1;
17.06.2001;0.9;11.75;15.2;20.83;14.5;;;;1.5;;;85;
18.06.2001;2.2;10.75;13.7;16.22;8.8;;;;3.7;;;89.1;
19.06.2001;0;8.37;12.5;15.04;12.6;;;;5.7;;;75.1;
20.06.2001;0;7.02;14.8;21.56;28.3;;;;2.8;;;66.1;
21.06.2001;0.7;12.73;16;21.31;18.8;;;;3.3;;;68.9;
22.06.2001;7.1;10.38;12;13.96;11.3;;;;4.2;;;85.9;
23.06.2001;0;10.96;13.9;17.67;11.8;;;;4.4;;;84.1;
24.06.2001;0;9.51;14.6;20.52;24.4;;;;2.6;;;76.3;
25.06.2001;0;8.68;16.2;22.21;29;;;;2;;;73.4;
26.06.2001;0;9.33;17.5;24.46;26.5;;;;1.1;;;73.3;
27.06.2001;0;12.26;21.6;28.83;23.6;;;;2.3;;;64.5;
28.06.2001;1;15.06;19;23.76;12.7;;;;2.6;;;81.4;
29.06.2001;0;13.34;19.1;24.19;20;;;;2.7;;;73;
30.06.2001;27.6;14.7;18.9;27.23;17.3;;;;2.1;;;78.7;
01.07.2001;1.8;13.2;17.7;22.4;19.8;;;;4;;;75.6;
02.07.2001;0;12.8;16.6;21.6;20.7;;;;3;;;71.7;
03.07.2001;0;9.8;17.6;23.4;24.8;;;;2;;;68.6;
04.07.2001;0;10.9;20.2;26;24.9;;;;3.2;;;63.3;
05.07.2001;0;14.4;22.4;28.8;27.8;;;;2.3;;;62.5;
06.07.2001;0;15.3;23.3;28.7;23.4;;;;3.2;;;54.3;
07.07.2001;1.2;18.1;23.4;29.3;24.4;;;;3.2;;;61.3;
08.07.2001;18.5;15.4;17;18.5;6.1;;;;4;;;91.1;
09.07.2001;11.5;15.2;16.7;18.9;7.3;;;;3.8;;;91.2;
10.07.2001;2.2;14.8;19.5;24.7;22.4;;;;2.7;;;71.2;
11.07.2001;3.7;13.9;17.4;21.7;24.8;;;;4.6;;;67.7;
12.07.2001;0;12.3;16.9;21.8;24.5;;;;3.5;;;61.8;
13.07.2001;0.1;12.5;17;21.5;25.5;;;;3.1;;;66.5;
14.07.2001;7.2;13.1;16.5;20.1;10.7;;;;1.9;;;89.2;
15.07.2001;0.3;13.6;15.6;18.8;11.9;;;;2.5;;;80.8;
16.07.2001;8.3;11.9;13.7;15.2;10.2;;;;1.5;;;89;
17.07.2001;0;11;15.8;21;20.3;;;;1;;;73.5;
18.07.2001;0.6;11.6;16.9;22.6;18.1;;;;2.2;;;69;
19.07.2001;0.1;13.7;17.5;21.9;18.1;;;;2.5;;;70;
20.07.2001;0;12.4;17.1;22;21.8;;;;2.5;;;73.7;
21.07.2001;0;14.1;18;22.6;24.8;;;;3;;;68;
22.07.2001;0;15.1;20.1;25;16;;;;1.3;;;70.9;
23.07.2001;0;14.7;21.8;27.8;19.8;;;;1.5;;;71.1;
24.07.2001;0.1;15.3;21.3;27.5;20.4;;;;1.2;;;78;
25.07.2001;0;16.2;20.4;26.8;21.7;;;;1.9;;;72.9;
26.07.2001;0;13.7;20.6;27.4;25.3;;;;1.2;;;69.6;
27.07.2001;0;13.7;22.3;29.2;25.6;;;;1.3;;;62.7;
28.07.2001;0.5;15;22.5;29.9;22.1;;;;1.4;;;65.6;
29.07.2001;0;16.5;20.3;26.4;21.7;;;;2.3;;;73.5;
30.07.2001;0;15.1;22.2;29;20.1;;;;3.5;;;64.8;
31.07.2001;0.6;16.5;21;28.2;17.3;;;;1.9;;;76.2;
01.08.2001;0;12.1;17.5;21.5;15.4;;;;1.9;;;72.2;
02.08.2001;0;9.8;19.4;26;23.2;;;;3.7;;;61.6;
03.08.2001;0.2;16.2;21.6;27.6;11.5;;;;3.5;;;68.3;
04.08.2001;5.1;12.9;16.5;23.1;10;;;;2.3;;;83.3;
05.08.2001;3.5;12;15.5;20.8;14.8;;;;3;;;80.7;
06.08.2001;1.9;10.8;16;19.5;11.2;;;;2.1;;;84.9;
07.08.2001;0.3;15.8;18.1;21.5;11.3;;;;3.6;;;78.8;
08.08.2001;6.5;15.1;17.9;22.4;14.5;;;;3.8;;;73;
09.08.2001;1.3;13.3;16.8;22;16.2;;;;2.8;;;72.6;
10.08.2001;2.4;11;14.6;19.4;15.5;;;;3.7;;;79.6;
11.08.2001;0;9.8;14.9;20.1;18.7;;;;3.2;;;68.9;
12.08.2001;2.1;12.4;16.9;22.1;8.6;;;;3.1;;;71.9;
13.08.2001;7.3;15.3;17.2;19.2;3.1;;;;2.7;;;91.7;
14.08.2001;0;17.9;23.1;29.3;19.5;;;;1.7;;;71.8;
15.08.2001;0;17;26;34.2;23;;;;1.5;;;60.7;
16.08.2001;2;19.4;24.8;30.2;19.5;;;;3.4;;;57.4;
17.08.2001;0.1;14.6;19.3;24.7;19.1;;;;1.3;;;68.4;
18.08.2001;0;12.2;19.3;24.9;13.8;;;;3.5;;;71.3;
