Date;Precipitation;TempMin;TempMean;TempMax;Radiation;SunshineDuration;SoilMoisture;SoilTemperature;Windspeed;RefETcalc;RefETdwd;RelHumCalc;Gridcell
01.01.2010;0.1;-2.9;-2.4;-1.8;1.14;;;;4.5;;;83;
02.01.2010;0.4;-6.6;-4;-1.8;1.66;;;;3.9;;;88.5;
03.01.2010;0.1;-7.3;-5.3;-2.8;2.08;;;;2.1;;;94.6;
04.01.2010;0;-9.3;-7.2;-5.5;1.35;;;;5.1;;;89.4;
05.01.2010;0;-8.2;-6.7;-5.6;3.02;;;;4.8;;;95.5;
06.01.2010;1.5;-9.1;-7.8;-7;0.56;;;;2.1;;;96.9;
07.01.2010;0;-10.6;-7.7;-5.2;1.53;;;;2.4;;;96;
08.01.2010;0;-8.6;-6.7;-5.3;1.4;;;;1.9;;;96.1;
09.01.2010;1.4;-7.6;-4.9;-3.5;0.67;;;;8.9;;;91.1;
10.01.2010;1.5;-7;-5.8;-4;0.64;;;;6.9;;;91.5;
11.01.2010;4;-6.5;-5.5;-4.8;1.41;;;;3.3;;;94;
12.01.2010;0;-6.8;-5;-3.5;2.54;;;;1.9;;;94.9;
13.01.2010;0;-7.1;-5.5;-3.6;0.98;;;;2.6;;;97.3;
14.01.2010;0;-16.6;-12.1;-6.9;2.33;;;;2.5;;;88;
15.01.2010;0;-11.1;-7.1;-5.2;0.86;;;;2.1;;;98;
16.01.2010;0;-13.6;-9.3;-5.5;1.12;;;;2.3;;;95.4;
17.01.2010;1.9;-9.7;-6.2;-3.7;1.82;;;;6.3;;;96.1;
18.01.2010;0.4;-4;-3.1;-2.4;0.65;;;;4;;;97.8;
19.01.2010;0;-6;-3.9;-1.7;0.6;;;;3.1;;;99.3;
20.01.2010;0.5;-11.2;-8.5;-5.8;2.37;;;;2.9;;;93.3;
21.01.2010;0;-11.1;-9.2;-7.7;2.3;;;;3.4;;;80.5;
22.01.2010;0;-14.9;-11.7;-8.4;2.99;;;;2.9;;;78.5;
23.01.2010;0;-21.3;-18.1;-13.4;5.22;;;;2.8;;;73.1;
24.01.2010;0;-21.1;-17.7;-12.4;5.33;;;;3.5;;;71.8;
25.01.2010;0;-18.8;-16.8;-13.7;4.48;;;;2.1;;;75.5;
26.01.2010;0.5;-22.1;-17.1;-12.5;5.03;;;;2;;;79;
27.01.2010;1;-13.1;-11.5;-9.4;3.03;;;;5.3;;;89;
28.01.2010;0.7;-11.9;-3.8;0.3;3.58;;;;7.4;;;89.4;
29.01.2010;3.6;-4.1;-2.8;-0.6;2.7;;;;3.9;;;95.6;
30.01.2010;1.7;-4.5;-2.1;0.1;1.09;;;;5.8;;;94.3;
31.01.2010;0;-12.8;-9.3;-3.2;4.77;;;;4.4;;;88.6;
01.02.2010;0.6;-15.6;-7.6;-1.7;1.69;;;;3.4;;;96.3;
02.02.2010;1.7;-5.5;-3.7;-1.7;3.68;;;;5.4;;;90.9;
03.02.2010;0.1;-5.3;-1.3;0.6;3.88;;;;6.9;;;94.4;
04.02.2010;0;-7.1;-3.1;0.1;4.23;;;;4.1;;;88.5;
05.02.2010;0;-4.9;-3.1;-0.1;6.27;;;;4.8;;;82;
06.02.2010;0;-9.1;-6.1;-2.7;3.16;;;;4.1;;;88.8;
07.02.2010;0;-9.2;-7.4;-5.2;3.05;;;;2.9;;;92.9;
08.02.2010;0;-11.3;-8.6;-5.6;4.36;;;;2;;;86.3;
09.02.2010;0;-19.2;-13.7;-6.5;7.55;;;;1.1;;;89.3;
10.02.2010;0;-11.7;-7.8;-5;2.49;;;;2.8;;;88.5;
11.02.2010;2.3;-8.4;-6;-4.5;1.94;;;;5.5;;;92.6;
12.02.2010;0;-5.4;-2.6;-0.5;3.07;;;;3.1;;;96.4;
13.02.2010;0;-3.6;-2.3;-0.5;1.01;;;;1.8;;;97.3;
14.02.2010;0;-3;-2;-0.6;1.88;;;;2.6;;;96.6;
15.02.2010;2;-2.8;-1.9;-0.6;2.85;;;;1.8;;;98.3;
16.02.2010;0.1;-3.5;-2.1;0.2;4.16;;;;1;;;95.1;
17.02.2010;0;-3.6;-2.1;0;3.07;;;;4.4;;;88.9;
18.02.2010;0;-1.8;0.3;3;4.98;;;;2.8;;;93.3;
19.02.2010;3;0.6;1.8;3.5;4.37;;;;3.6;;;95.8;
20.02.2010;0.1;-1.4;0.1;2.2;6.05;;;;3.3;;;90.3;
21.02.2010;0;-6;-2.9;1.4;6.39;;;;5;;;81.3;
22.02.2010;1;-11.1;-4.1;3.5;6.32;;;;3.9;;;92.4;
23.02.2010;0.4;-0.5;1.1;4.4;2.31;;;;5.4;;;92.1;
24.02.2010;0.4;-0.5;-0.1;0.5;2.3;;;;3.6;;;87.8;
25.02.2010;0;-0.7;1.7;6;5.28;;;;2.9;;;98.6;
26.02.2010;2;-1.1;2.5;7;4.76;;;;3.4;;;92.9;
27.02.2010;0.1;0;2.2;5.9;7.06;;;;4.3;;;90.3;
28.02.2010;0.5;0.2;3.2;7.6;7.96;;;;4.6;;;75.4;
01.03.2010;1.4;1.9;3.7;5.3;2.81;;;;9.1;;;86.1;
