Date;Precipitation;TempMin;TempMean;TempMax;Radiation;SunshineDuration;SoilMoisture;SoilTemperature;Windspeed;RefETcalc;RefETdwd;RelHumCalc;Gridcell
01.11.2001;1.6;6.3;8;10.2;3.8;;;;6;;;82;
02.11.2001;0;7.3;9.7;12.8;4.4;;;;3.3;;;11.3;
03.11.2001;0;9.2;10.1;11.3;1.9;;;;3;;;10.7;
04.11.2001;0.1;8.3;9.4;11.1;3.6;;;;3.4;;;10.3;
05.11.2001;1.1;4;7.1;9.5;6.2;;;;4.4;;;8.3;
06.11.2001;1.6;4.8;6.8;9.1;1.4;;;;4.7;;;8;
07.11.2001;1.1;6;7.4;9.4;1.8;;;;4.3;;;8.4;
08.11.2001;7.2;1.5;5.3;7.4;1.2;;;;3.8;;;6.3;
09.11.2001;0;-2;1;3.7;2.7;;;;3.9;;;2.4;
10.11.2001;0;-3.3;0.1;4.5;7.3;;;;2.3;;;2.3;
11.11.2001;0.5;0.1;2.6;4.7;1.8;;;;3.2;;;3.7;
12.11.2001;3.5;4.1;6.5;9.1;2;;;;3.1;;;7.8;
13.11.2001;0.2;-0.4;2.3;5.2;6.2;;;;2.3;;;3.8;
14.11.2001;1.4;-2;1.3;2.3;2;;;;2.1;;;1.8;
15.11.2001;0;-3.2;0.8;4.9;5.8;;;;3;;;2.8;
16.11.2001;0;4.9;6.5;9;3.8;;;;3.3;;;7.8;
17.11.2001;0.6;5.2;6.2;7.7;1.5;;;;2.1;;;6.9;
18.11.2001;0;5.1;6.3;7.9;2.3;;;;1.7;;;7.1;
19.11.2001;0.1;5.2;6.4;7.9;1.2;;;;2.3;;;7.1;
20.11.2001;0;3.3;5.1;6.9;2.1;;;;1.7;;;6;
21.11.2001;0.1;6.3;7.9;10.1;3.4;;;;5.8;;;9;
22.11.2001;6;0.7;5.3;8.8;1.2;;;;7;;;7;
23.11.2001;0;-0.3;1.5;3.7;2.9;;;;4.3;;;2.6;
24.11.2001;2.1;1.8;3.5;4.5;0.9;;;;2.4;;;4;
25.11.2001;2.6;3.8;5.2;6.8;1.3;;;;1.4;;;6;
26.11.2001;2.8;2.4;6.6;8.3;1.6;;;;2.4;;;7.4;
27.11.2001;0;0.1;1.7;3.2;1.5;;;;0.9;;;2.5;
28.11.2001;2.4;1.8;4.5;7.3;3.1;;;;3.4;;;5.9;
29.11.2001;3.9;3.2;5.3;6.5;1.4;;;;3;;;5.9;
30.11.2001;0;5.1;6;7.3;3.5;;;;3.6;;;6.6;
01.12.2001;5.9;5;5.9;7.4;1.2;;;;3.2;;;6.6;
02.12.2001;1.4;2.9;5;6.6;1;;;;2.1;;;5.8;
03.12.2001;0;0.2;1.2;2.8;0.8;;;;3;;;2;
04.12.2001;7.4;-0.6;3.5;7.6;0.5;;;;3.1;;;5.6;
05.12.2001;6.8;5.5;6.8;7.8;1.7;;;;3.5;;;7.3;
06.12.2001;4.9;1;5.5;8.2;0.3;;;;5.3;;;6.8;
07.12.2001;0;-1.8;0.5;2.3;2;;;;0.8;;;1.4;
08.12.2001;0;-0.5;1.6;3;1.2;;;;2;;;2.3;
09.12.2001;0;-3.7;-2.1;-0.6;3.2;;;;1.3;;;-1.3;
10.12.2001;0;-3.3;0;1.8;1.3;;;;1.4;;;0.9;
11.12.2001;0;1.2;1.7;2.3;0.8;;;;2.2;;;2;
12.12.2001;0.5;0.4;1.8;3.3;0.7;;;;2.9;;;2.6;
13.12.2001;0;-7.9;-2.2;2.3;3.1;;;;5;;;0.1;
14.12.2001;0;-10.4;-6.9;-4.6;3.7;;;;1.2;;;-5.8;
15.12.2001;0.1;-4.5;-2.5;0;0.7;;;;1.3;;;-1.2;
16.12.2001;0;-1.6;-0.5;1;3.3;;;;2.3;;;0.2;
17.12.2001;0;-1.1;0.2;1;1;;;;2.9;;;0.6;
18.12.2001;0;-1.2;0.2;3;0.6;;;;3.4;;;1.6;
19.12.2001;3.9;0.6;3.3;4.4;0.7;;;;5.8;;;3.9;
20.12.2001;1.3;-5.5;-2.7;1.1;5;;;;4.3;;;-0.8;
21.12.2001;4.6;-3.2;0.5;2.2;0.5;;;;7.2;;;1.3;
22.12.2001;5.7;-5.3;-1.9;0.6;0.8;;;;3.1;;;-0.6;
23.12.2001;0;-11.2;-8.7;-5.8;4.6;;;;3;;;-7.3;
24.12.2001;0.4;-8.2;-3.9;0.1;1.3;;;;6.5;;;-1.9;
25.12.2001;11.6;0.1;2.1;4.4;1.8;;;;5.3;;;3.3;
26.12.2001;0.3;0.6;1.4;2;1.1;;;;5.2;;;1.7;
27.12.2001;0.5;-0.2;0.5;1.7;2;;;;5.7;;;1.1;
28.12.2001;5.2;0.3;3.1;4.9;0.9;;;;6.8;;;4;
29.12.2001;0.7;-1.3;0.9;2.5;1.8;;;;4.6;;;1.7;
30.12.2001;2.6;-4.1;-0.8;0.9;1.1;;;;4.6;;;0;
31.12.2001;1;-8.4;-5.8;-3.8;0.8;;;;3.2;;;-4.8;
01.01.2002;0.1;-4.1;0.6;2.1;2.5;;;;6.3;;;1.3;
02.01.2002;0.3;-4.1;0.5;2.4;1.3;;;;5.4;;;1.4;
03.01.2002;0;-7;-5;-2.6;5.4;;;;3.2;;;-3.8;
04.01.2002;0;-10.5;-7.4;-3;5.2;;;;1.1;;;-5.2;
05.01.2002;0;-10.1;-5;0.5;5.2;;;;2;;;-2.2;
