Experiment,Crop,Date,Zadocks phenology stage,N Fertilizer,Irrigation Amount,Primary Yield,Total above biomass,Leaf Area Index,Daily Transpiration,Actual evapotranspiration,Runoff,Deep Percolation,N Leaching,Soil Water Content
Exp,Crop,Date,ZDPH,NFert,Irrig,PYield,AbBiom,LAI,TRANS,ETa,Roff,DPER,NLEA,SWC_1,SWC_2,SWC_3,SWC_4,SWC_5,SWC_6,SWC_7,SWC_8,SWC_9,SWC_10,SWC_11,SWC_12,SWC_13,SWC_14,SWC_15,SWC_16,SWC_17,SWC_18,SWC_19,SWC_20
EX588,wheat/winter wheat,2019-10-14,1,0,0,0,53,0.106,0,1.4,0,[0.015],0.001,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.089,0.087,0.087,0.086,0.085,0.083,0.081,0.081,0.08,0.08,0.08,0.081,0.002,0.007,0.015,0.02,0.018,0.01,0.005,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.01,0.01,0.009,0.008,0.007,0.007
EX588,wheat/winter wheat,2019-10-15,1,0,0,0,53,0.106,0,1,0,[0.27],0.001,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.09,0.087,0.087,0.087,0.087,0.086,0.084,0.083,0.081,0.081,0.08,0.081,0.002,0.006,0.014,0.019,0.019,0.012,0.006,0.004,0.005,0.006,0.007,0.008,0.009,0.01,0.01,0.01,0.009,0.008,0.007,0.007
EX588,wheat/winter wheat,2019-10-16,1,0,0,0,53,0.106,0,0.4,0,[0.806],0.005,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.09,0.087,0.087,0.087,0.087,0.087,0.086,0.086,0.084,0.082,0.081,0.081,0.002,0.006,0.013,0.018,0.019,0.013,0.007,0.005,0.005,0.005,0.007,0.008,0.009,0.01,0.01,0.01,0.009,0.008,0.007,0.007
EX588,wheat/winter wheat,2019-10-17,1,0,0,0,53,0.106,0,1.3,0,[1.098],0.107,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.09,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.086,0.085,0.084,0.082,0.002,0.005,0.012,0.017,0.019,0.013,0.008,0.005,0.005,0.005,0.006,0.008,0.009,0.01,0.01,0.01,0.01,0.009,0.008,0.007
EX588,wheat/winter wheat,2019-10-18,1,0,0,0,53,0.106,0,1,0,[1.183],0.427,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.09,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.086,0.085,0.002,0.005,0.011,0.016,0.019,0.014,0.009,0.005,0.005,0.005,0.006,0.008,0.009,0.01,0.01,0.01,0.01,0.009,0.008,0.007
EX588,wheat/winter wheat,2019-10-19,1,0,0,0,53,0.106,0,0.5,0,[1.203],0.652,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.09,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.002,0.005,0.011,0.015,0.018,0.015,0.01,0.006,0.005,0.005,0.006,0.007,0.009,0.01,0.01,0.01,0.01,0.009,0.008,0.007
EX588,wheat/winter wheat,2019-10-20,1,0,0,0,53,0.106,0,0.9,0,[1.208],0.74,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.09,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.002,0.004,0.01,0.014,0.018,0.015,0.01,0.006,0.005,0.005,0.006,0.007,0.008,0.009,0.01,0.01,0.01,0.009,0.008,0.007
EX588,wheat/winter wheat,2019-10-21,1,0,0,0,53,0.106,0,0.6,0,[1.209],0.78,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.09,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.002,0.004,0.009,0.014,0.018,0.016,0.011,0.007,0.005,0.005,0.006,0.007,0.008,0.009,0.01,0.01,0.01,0.009,0.008,0.007
EX588,wheat/winter wheat,2019-10-22,1,0,0,0,53,0.106,0,0.6,0,[1.209],0.808,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.09,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.001,0.004,0.008,0.013,0.017,0.016,0.012,0.008,0.006,0.005,0.006,0.007,0.008,0.009,0.01,0.01,0.01,0.009,0.009,0.007
EX588,wheat/winter wheat,2019-10-23,1,0,0,0,53,0.106,0,0.5,0,[1.209],0.831,0.088,0.088,0.088,0.087,0.087,0.087,0.09,0.09,0.09,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.001,0.004,0.008,0.012,0.017,0.016,0.012,0.008,0.006,0.005,0.006,0.007,0.008,0.009,0.01,0.01,0.01,0.009,0.009,0.008
